initYr,Rstructure,mTrends,compMethod,variable,resType,RMSE,nIndices,peels
1990,diag & unequal,5,peel then variable,totRMSE,resid.Cont,2.5322281612806465,23,10
1990,diag & unequal,5,peel then variable,meanRMSE,resid.Cont,1.2661140806403233,23,10
1990,diag & unequal,5,peel then variable,totRMSE,resid.Inf,2.614504401257087,23,10
1990,diag & unequal,5,peel then variable,meanRMSE,resid.Inf,1.3072522006285434,23,10
1990,diag & unequal,5,peel then variable,totRMSE,resid.Naiv,2.5097945542064077,23,10
1990,diag & unequal,5,peel then variable,meanRMSE,resid.Naiv,1.2548972771032039,23,10
1990,diag & unequal,5,peel then variable,totRMSE,resid.Proj,2.6139110385395146,23,10
1990,diag & unequal,5,peel then variable,meanRMSE,resid.Proj,1.3069555192697573,23,10
1990,custom R by SDM,5,individual,sardRec,resid.Naiv,0.823951477384125,23,10
1990,custom R by SDM,5,individual,anchRec,resid.Cont,0.9639722792676075,23,10
1990,custom R by SDM,5,individual,anchRec,resid.Proj,1.0389161334594372,23,10
1990,custom R by SDM,5,individual,anchRec,resid.Inf,1.060794561610274,23,10
1990,custom R by SDM,5,individual,sardRec,resid.Inf,1.1561385998558904,23,10
1990,custom R by SDM,5,individual,sardRec,resid.Proj,1.180746734151203,23,10
1990,custom R by SDM,5,individual,sardRec,resid.Cont,1.2044216950443907,23,10
1990,custom R by SDM,5,individual,anchRec,resid.Naiv,1.5047707680819071,23,10
1990,custom R by SDM,5,peel & variable combined,total,resid.Cont,1.0845350720447302,23,10
1990,custom R by SDM,5,peel & variable combined,total,resid.Inf,1.1069816519686595,23,10
1990,custom R by SDM,5,peel & variable combined,total,resid.Proj,1.108363729380094,23,10
1990,custom R by SDM,5,peel & variable combined,total,resid.Naiv,1.2301778856924774,23,10
1990,custom R by SDM,5,peel then variable,totRMSE,resid.Cont,2.168393974311998,23,10
1990,custom R by SDM,5,peel then variable,meanRMSE,resid.Cont,1.084196987155999,23,10
1990,custom R by SDM,5,peel then variable,totRMSE,resid.Inf,2.2169331614661645,23,10
1990,custom R by SDM,5,peel then variable,meanRMSE,resid.Inf,1.1084665807330822,23,10
1990,custom R by SDM,5,peel then variable,totRMSE,resid.Naiv,2.3287222454660323,23,10
1990,custom R by SDM,5,peel then variable,meanRMSE,resid.Naiv,1.1643611227330162,23,10
1990,custom R by SDM,5,peel then variable,totRMSE,resid.Proj,2.2196628676106402,23,10
1990,custom R by SDM,5,peel then variable,meanRMSE,resid.Proj,1.1098314338053201,23,10
1990,diag & equal,5,individual,anchRec,resid.Cont,0.9014807102684004,23,10
1990,diag & equal,5,individual,sardRec,resid.Naiv,0.9222946359386457,23,10
1990,diag & equal,5,individual,sardRec,resid.Cont,1.1258318099110316,23,10
1990,diag & equal,5,individual,anchRec,resid.Proj,1.1650847975193372,23,10
1990,diag & equal,5,individual,anchRec,resid.Inf,1.1951187485083408,23,10
1990,diag & equal,5,individual,anchRec,resid.Naiv,1.255629432402252,23,10
1990,diag & equal,5,individual,sardRec,resid.Inf,1.3650017337941236,23,10
1990,diag & equal,5,individual,sardRec,resid.Proj,1.3911719096152457,23,10
1990,diag & equal,5,peel & variable combined,total,resid.Cont,1.0139591522896805,23,10
1990,diag & equal,5,peel & variable combined,total,resid.Naiv,1.1102797009971195,23,10
1990,diag & equal,5,peel & variable combined,total,resid.Proj,1.277177385219979,23,10
1990,diag & equal,5,peel & variable combined,total,resid.Inf,1.2784068175026968,23,10
1990,diag & equal,5,peel then variable,totRMSE,resid.Cont,2.027312520179432,23,10
1990,diag & equal,5,peel then variable,meanRMSE,resid.Cont,1.013656260089716,23,10
1990,diag & equal,5,peel then variable,totRMSE,resid.Inf,2.560120482302464,23,10
1990,diag & equal,5,peel then variable,meanRMSE,resid.Inf,1.280060241151232,23,10
1990,diag & equal,5,peel then variable,totRMSE,resid.Naiv,2.177924068340898,23,10
1990,diag & equal,5,peel then variable,meanRMSE,resid.Naiv,1.088962034170449,23,10
1990,diag & equal,5,peel then variable,totRMSE,resid.Proj,2.556256707134583,23,10
1990,diag & equal,5,peel then variable,meanRMSE,resid.Proj,1.2781283535672916,23,10
1990,diag & unequal,6,individual,anchRec,resid.Cont,0.775036082501104,23,10
1990,diag & unequal,6,individual,sardRec,resid.Naiv,0.8446166558143018,23,10
1990,diag & unequal,6,individual,anchRec,resid.Proj,0.9210396912492267,23,10
1990,diag & unequal,6,individual,anchRec,resid.Inf,0.9528602541019704,23,10
1990,diag & unequal,6,individual,anchRec,resid.Naiv,1.4079912231612428,23,10
1990,diag & unequal,6,individual,sardRec,resid.Inf,1.4093025798979717,23,10
1990,diag & unequal,6,individual,sardRec,resid.Proj,1.4304747334831522,23,10
1990,diag & unequal,6,individual,sardRec,resid.Cont,1.5679133687449167,23,10
1990,diag & unequal,6,peel & variable combined,total,resid.Naiv,1.1752891805961572,23,10
1990,diag & unequal,6,peel & variable combined,total,resid.Proj,1.1898576384718857,23,10
1990,diag & unequal,6,peel & variable combined,total,resid.Inf,1.1910771439472325,23,10
1990,diag & unequal,6,peel & variable combined,total,resid.Cont,1.2168116292133453,23,10
1990,diag & unequal,6,peel then variable,totRMSE,resid.Cont,2.342949451246021,23,10
1990,diag & unequal,6,peel then variable,meanRMSE,resid.Cont,1.1714747256230105,23,10
1990,diag & unequal,6,peel then variable,totRMSE,resid.Inf,2.362162833999942,23,10
1990,diag & unequal,6,peel then variable,meanRMSE,resid.Inf,1.181081416999971,23,10
1990,diag & unequal,6,peel then variable,totRMSE,resid.Naiv,2.2526078789755446,23,10
1990,diag & unequal,6,peel then variable,meanRMSE,resid.Naiv,1.1263039394877723,23,10
1990,diag & unequal,6,peel then variable,totRMSE,resid.Proj,2.351514424732379,23,10
1990,diag & unequal,6,peel then variable,meanRMSE,resid.Proj,1.1757572123661895,23,10
1990,custom R by SDM,6,individual,sardRec,resid.Naiv,0.6100435975162763,23,10
1990,custom R by SDM,6,individual,anchRec,resid.Cont,0.8153287839169197,23,10
1990,custom R by SDM,6,individual,anchRec,resid.Proj,0.9927459195149823,23,10
1990,custom R by SDM,6,individual,anchRec,resid.Inf,1.0431113592818826,23,10
1990,custom R by SDM,6,individual,sardRec,resid.Cont,1.1687905511381707,23,10
1990,custom R by SDM,6,individual,anchRec,resid.Naiv,1.3328819586299183,23,10
